PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remodeled,Exter Qual,Exter Cond,Bsmt Unf Sqft,Total Bsmnt Sqft,Central Air,Living Area Sqft,Bedroom,Kitchen,Total Rooms,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,SalePrice,Month,Year,Total Full Baths,Total Half Baths
905226130,RL,91,11375,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,6,5,1954,1995,TA,TA,231.0,967.0,Y,1299.0,3,1,6,Attchd,1954.0,2.0,494.0,TA,TA,Y,MISSING,150000.0,10,2007,1.0,0.0
534276040,RL,70,9100,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,6,1959,1959,TA,TA,252.0,864.0,Y,864.0,2,1,5,Detchd,2008.0,1.0,300.0,Ex,Ex,Y,MISSING,127500.0,10,2009,1.0,0.0
914478045,RL,-1,12328,Pave,MISSING,AllPub,Mitchel,1Fam,SLvl,6,5,1976,1976,TA,TA,473.0,1012.0,Y,1034.0,3,1,6,Attchd,1976.0,3.0,888.0,TA,TA,Y,MISSING,169900.0,05,2010,2.0,0.0
902402150,RM,60,7200,Pave,MISSING,AllPub,OldTown,1Fam,1Story,5,4,1910,2006,TA,TA,310.0,1022.0,N,1022.0,2,1,4,Detchd,1956.0,1.0,280.0,TA,TA,Y,MISSING,85000.0,06,2009,2.0,0.0
903226130,RM,50,6000,Pave,MISSING,AllPub,BrkSide,1Fam,1.5Fin,4,6,1936,1950,TA,TA,0.0,672.0,Y,1324.0,3,1,6,Detchd,1936.0,1.0,240.0,TA,TA,Y,MISSING,128000.0,07,2009,1.0,0.0
533242030,FV,60,7180,Pave,Pave,AllPub,Somerst,1Fam,1Story,8,5,2001,2002,Gd,TA,1568.0,1568.0,Y,1568.0,3,1,6,Attchd,2001.0,2.0,564.0,TA,TA,Y,MISSING,221000.0,09,2006,2.0,0.0
903233180,RM,52,6240,Pave,MISSING,AllPub,BrkSide,1Fam,1.5Fin,6,6,1931,1950,TA,TA,459.0,884.0,Y,1367.0,3,1,6,Detchd,1978.0,1.0,560.0,TA,TA,Y,MISSING,127500.0,11,2007,1.0,0.0
902206240,RM,-1,8239,Pave,MISSING,AllPub,OldTown,1Fam,1.5Fin,5,6,1920,1962,TA,TA,832.0,1008.0,Y,1245.0,3,1,6,Detchd,1962.0,1.0,315.0,TA,TA,Y,MISSING,100000.0,03,2010,1.0,0.0
905352180,RL,97,10029,Pave,MISSING,AllPub,ClearCr,1Fam,2Story,6,5,1988,1989,Gd,TA,320.0,1151.0,Y,2060.0,4,1,8,Attchd,1988.0,2.0,521.0,TA,TA,Y,MISSING,211000.0,09,2007,2.0,2.0
534431070,RL,120,17360,Pave,MISSING,AllPub,NAmes,1Fam,1.5Fin,6,6,1949,1950,TA,Gd,482.0,782.0,Y,1556.0,3,1,6,Attchd,1949.0,2.0,470.0,TA,TA,Y,MISSING,172500.0,01,2010,2.0,0.0
905352140,RL,-1,17082,Pave,MISSING,AllPub,ClearCr,1Fam,2Story,6,5,1978,1992,TA,TA,153.0,1117.0,Y,1981.0,4,1,8,Attchd,1978.0,2.0,522.0,TA,TA,Y,MISSING,230000.0,05,2010,3.0,1.0
527401130,RL,60,9000,Pave,MISSING,AllPub,NAmes,Duplex,2Story,5,5,1974,1974,TA,TA,896.0,896.0,Y,1792.0,4,2,8,Detchd,1982.0,2.0,480.0,TA,TA,Y,MISSING,133000.0,06,2008,2.0,2.0
916386040,RL,73,9802,Pave,MISSING,AllPub,Timber,1Fam,SLvl,5,5,2006,2007,TA,TA,352.0,352.0,Y,1442.0,3,1,6,BuiltIn,2007.0,2.0,400.0,TA,TA,Y,MISSING,172500.0,04,2008,2.0,1.0
535457090,RL,81,7635,Pave,MISSING,AllPub,NAmes,1Fam,1Story,5,6,1960,1960,TA,TA,237.0,1175.0,Y,1175.0,3,1,6,Detchd,1960.0,2.0,484.0,TA,TA,Y,MISSING,148000.0,06,2010,1.0,1.0
534276070,RL,65,10482,Pave,MISSING,AllPub,NAmes,1Fam,SLvl,6,8,1958,1958,TA,Gd,81.0,588.0,Y,1138.0,3,1,6,Attchd,1958.0,1.0,264.0,TA,TA,Y,MnWw,145000.0,06,2007,1.0,1.0
535151020,RL,73,8760,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,7,1957,1999,TA,TA,63.0,936.0,Y,936.0,2,1,4,Attchd,1957.0,1.0,315.0,TA,TA,Y,MISSING,141000.0,09,2007,2.0,0.0
531452210,RL,-1,9019,Pave,MISSING,AllPub,SawyerW,1Fam,2Story,6,5,1994,1994,TA,TA,362.0,636.0,Y,1320.0,3,1,6,Attchd,1994.0,2.0,472.0,TA,TA,Y,MISSING,150000.0,07,2006,2.0,1.0
908152035,RL,80,10682,Pave,MISSING,AllPub,Edwards,1Fam,1Story,4,6,1960,1971,TA,TA,615.0,1014.0,Y,1149.0,3,1,7,2Types,1968.0,1.0,544.0,TA,TA,Y,MnPrv,127000.0,07,2009,2.0,0.0
906223040,RL,75,9317,Pave,MISSING,AllPub,SawyerW,1Fam,2Story,7,5,1994,2001,Gd,Gd,282.0,779.0,Y,1958.0,3,1,7,Attchd,1994.0,2.0,499.0,TA,TA,Y,MISSING,220000.0,07,2007,3.0,1.0
916386020,RL,73,9803,Pave,MISSING,AllPub,Timber,1Fam,1Story,7,5,2009,2010,Gd,TA,1214.0,1214.0,Y,1214.0,2,1,6,Attchd,2010.0,2.0,520.0,TA,TA,Y,MISSING,179781.0,01,2010,2.0,0.0
907187030,RL,57,8924,Pave,MISSING,AllPub,CollgCr,1Fam,2Story,7,5,1998,1999,TA,TA,880.0,880.0,Y,1724.0,3,1,8,Attchd,1998.0,2.0,527.0,TA,TA,Y,MISSING,188000.0,07,2008,2.0,1.0
535426350,RL,-1,12929,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,6,1960,1993,TA,TA,384.0,1081.0,Y,1081.0,3,1,5,CarPort,1960.0,1.0,401.0,TA,TA,Y,MISSING,148000.0,06,2008,2.0,0.0
527127140,RL,41,4923,Pave,MISSING,AllPub,StoneBr,TwnhsE,1Story,8,5,2001,2002,Gd,TA,440.0,1593.0,Y,1593.0,0,1,5,Attchd,2001.0,2.0,682.0,TA,TA,Y,MISSING,286000.0,08,2008,2.0,1.0
533254130,RL,80,9600,Pave,MISSING,AllPub,Veenker,1Fam,1Story,6,8,1976,1976,TA,TA,284.0,1262.0,Y,1262.0,3,1,6,Attchd,1976.0,2.0,460.0,TA,TA,Y,MISSING,181500.0,05,2007,2.0,1.0
902103100,RM,68,4080,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,6,8,1935,1998,TA,TA,901.0,901.0,Y,1378.0,3,1,6,Detchd,1920.0,1.0,162.0,Fa,Fa,P,MISSING,128900.0,06,2009,1.0,0.0
534128020,RL,-1,12732,Pave,MISSING,AllPub,NWAmes,1Fam,2Story,7,6,1974,1974,TA,TA,150.0,752.0,Y,2067.0,3,1,7,Attchd,1974.0,2.0,784.0,TA,TA,Y,MISSING,206000.0,06,2009,2.0,1.0
905202090,RL,60,9600,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,4,7,1950,1995,TA,TA,625.0,1067.0,Y,1067.0,2,1,4,Attchd,1996.0,2.0,436.0,TA,TA,Y,MISSING,128000.0,02,2010,2.0,0.0
527366030,FV,-1,7500,Pave,MISSING,AllPub,Somerst,1Fam,2Story,8,5,2000,2001,Gd,TA,1058.0,1058.0,Y,1874.0,3,1,7,Attchd,2000.0,2.0,588.0,TA,TA,Y,MISSING,220000.0,03,2009,2.0,1.0
905201120,RL,-1,13284,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,5,5,1954,1954,TA,TA,319.0,1383.0,Y,1383.0,3,1,6,Attchd,1954.0,1.0,354.0,TA,TA,Y,GdPrv,165000.0,06,2008,2.0,0.0
905451410,RL,70,10519,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,8,1955,1999,TA,TA,1057.0,1057.0,Y,1057.0,3,1,6,Attchd,1955.0,1.0,288.0,TA,TA,Y,MISSING,137000.0,03,2006,1.0,1.0
903425190,RM,90,33120,Pave,MISSING,AllPub,OldTown,1Fam,1.5Fin,6,5,1962,1962,TA,TA,1595.0,1595.0,Y,2486.0,5,1,8,Detchd,1962.0,2.0,576.0,TA,TA,Y,MISSING,220000.0,10,2006,2.0,0.0
905200490,RL,-1,10246,Pave,MISSING,AllPub,Sawyer,1Fam,SLvl,4,9,1965,2001,TA,Gd,0.0,648.0,Y,960.0,0,1,3,Attchd,1965.0,1.0,364.0,TA,TA,Y,MISSING,145000.0,05,2006,1.0,1.0
902427045,RM,70,12702,Pave,MISSING,AllPub,OldTown,1Fam,1Story,5,5,1956,1956,TA,TA,0.0,0.0,Y,882.0,2,1,4,Detchd,1956.0,1.0,308.0,TA,TA,Y,MISSING,97000.0,12,2008,1.0,0.0
916382110,RL,79,14463,Pave,MISSING,AllPub,Timber,1Fam,1Story,9,5,2008,2008,Ex,TA,526.0,1641.0,Y,1641.0,3,1,7,Attchd,2008.0,3.0,885.0,TA,TA,Y,MISSING,316500.0,01,2009,3.0,0.0
906392090,RL,90,13377,Pave,MISSING,AllPub,CollgCr,1Fam,1Story,6,5,2006,2006,Gd,TA,260.0,1836.0,Y,1846.0,3,1,7,Attchd,2006.0,2.0,495.0,TA,TA,Y,MISSING,233555.0,07,2006,3.0,0.0
533127080,RL,-1,14541,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,8,7,1993,1993,Gd,Gd,326.0,1338.0,Y,2520.0,5,1,10,Attchd,1993.0,3.0,796.0,TA,TA,Y,MISSING,310000.0,11,2006,3.0,1.0
527162120,RL,60,7500,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,6,5,1998,1999,Gd,TA,476.0,952.0,Y,1636.0,3,1,7,Attchd,1998.0,2.0,440.0,TA,TA,Y,MISSING,191000.0,10,2009,3.0,1.0
528477020,FV,84,11096,Pave,MISSING,AllPub,Somerst,1Fam,1Story,8,5,2006,2006,Gd,TA,1632.0,1656.0,Y,1656.0,3,1,7,Attchd,2006.0,3.0,826.0,TA,TA,Y,MISSING,249700.0,07,2007,2.0,0.0
908186060,RM,35,3675,Pave,MISSING,AllPub,Edwards,TwnhsE,SLvl,5,5,2005,2005,TA,TA,0.0,547.0,Y,1072.0,2,1,5,Basment,2005.0,2.0,525.0,TA,TA,Y,MISSING,145000.0,05,2006,2.0,0.0
907202130,RL,-1,9286,Pave,MISSING,AllPub,CollgCr,1Fam,1Story,5,7,1977,1989,TA,TA,1072.0,1268.0,Y,1268.0,3,1,5,Detchd,1978.0,1.0,252.0,TA,TA,Y,MISSING,143500.0,10,2009,1.0,1.0
908128050,RL,90,10012,Pave,MISSING,AllPub,Edwards,1Fam,SFoyer,4,5,1972,1972,TA,TA,38.0,1138.0,Y,1181.0,3,1,6,Detchd,1974.0,2.0,588.0,TA,TA,Y,MnPrv,137500.0,04,2008,3.0,0.0
905480180,RL,60,9060,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,6,1957,2006,TA,TA,0.0,0.0,Y,1340.0,3,1,7,Attchd,1957.0,1.0,252.0,TA,TA,Y,MnPrv,120000.0,06,2007,1.0,0.0
535450310,RL,78,10496,Pave,MISSING,AllPub,NAmes,1Fam,1.5Fin,6,6,1949,1950,TA,TA,844.0,1040.0,Y,1846.0,3,1,7,Attchd,1949.0,1.0,315.0,TA,TA,Y,GdWo,143000.0,01,2007,2.0,0.0
533236040,FV,24,2645,Pave,Pave,AllPub,Somerst,Twnhs,2Story,8,5,1999,2000,Gd,TA,776.0,776.0,Y,1441.0,2,1,5,Detchd,1999.0,2.0,492.0,TA,TA,Y,MISSING,174000.0,11,2007,2.0,1.0
923275090,RL,37,6951,Pave,MISSING,AllPub,Mitchel,1Fam,1Story,5,5,1984,1985,TA,TA,218.0,876.0,Y,923.0,3,1,5,Attchd,1984.0,1.0,264.0,TA,TA,Y,MnPrv,119500.0,10,2008,2.0,0.0
528340030,RL,89,10557,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,9,5,1998,1998,Gd,TA,736.0,1408.0,Y,3078.0,4,1,9,Attchd,1998.0,3.0,806.0,TA,TA,Y,MISSING,410000.0,07,2007,3.0,1.0
905451340,RL,68,9571,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,3,1958,1958,TA,Fa,1276.0,1276.0,Y,1276.0,3,1,5,Attchd,1958.0,1.0,350.0,TA,TA,Y,MISSING,60000.0,06,2009,1.0,0.0
902105050,RM,90,15660,Pave,MISSING,AllPub,OldTown,1Fam,1.5Fin,5,8,1910,2003,TA,Gd,240.0,240.0,Y,1306.0,3,1,6,Detchd,1959.0,2.0,472.0,Fa,TA,N,MnPrv,130000.0,07,2009,1.0,1.0
903430040,RM,40,5680,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,5,4,1901,1950,TA,TA,592.0,592.0,N,1173.0,3,1,7,Detchd,1920.0,1.0,240.0,TA,Fa,Y,MnPrv,113000.0,09,2007,2.0,0.0
905426200,RL,65,11479,Pave,MISSING,AllPub,Edwards,1Fam,1Story,6,7,1950,1987,TA,TA,172.0,663.0,Y,1074.0,3,1,6,Attchd,1987.0,1.0,467.0,TA,TA,Y,MnPrv,144500.0,06,2010,2.0,0.0
528102040,RL,96,12456,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,10,5,2006,2007,Ex,TA,528.0,1700.0,Y,1718.0,3,1,7,Attchd,2008.0,3.0,786.0,TA,TA,Y,MISSING,337500.0,07,2009,3.0,0.0
923203010,RM,62,6710,Pave,MISSING,AllPub,Mitchel,TwnhsE,SFoyer,6,5,1996,1997,TA,TA,0.0,920.0,Y,936.0,0,1,3,Attchd,1996.0,2.0,460.0,TA,TA,Y,MISSING,140000.0,06,2007,2.0,1.0
528110080,RL,107,13891,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,8,5,2007,2008,Gd,TA,310.0,1710.0,Y,1710.0,2,1,6,Attchd,2007.0,3.0,866.0,TA,TA,Y,MISSING,372402.0,01,2008,3.0,0.0
905202190,RL,-1,20355,Pave,MISSING,AllPub,ClearCr,1Fam,1Story,7,6,1967,1967,TA,TA,229.0,1865.0,Y,1830.0,2,1,6,Attchd,1967.0,2.0,521.0,TA,TA,Y,MISSING,278000.0,06,2006,2.0,0.0
914467040,RL,85,11050,Pave,MISSING,AllPub,Mitchel,1Fam,2Story,8,5,1998,1999,Gd,TA,434.0,1049.0,Y,1916.0,3,1,8,Attchd,1998.0,3.0,741.0,TA,TA,Y,MISSING,254900.0,05,2010,3.0,1.0
533223010,FV,35,3735,Pave,MISSING,AllPub,Somerst,TwnhsE,2Story,7,5,1999,1999,Gd,TA,241.0,691.0,Y,1452.0,3,1,6,Detchd,1999.0,2.0,506.0,TA,TA,Y,MISSING,183900.0,03,2006,3.0,1.0
534176250,RL,80,9600,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,7,5,1969,1969,TA,TA,1164.0,1164.0,Y,1164.0,3,1,6,Attchd,1969.0,2.0,528.0,TA,TA,Y,MISSING,140000.0,07,2006,1.0,1.0
909425130,RL,90,13339,Pave,MISSING,AllPub,Crawfor,1Fam,1Story,6,6,1960,1960,TA,TA,621.0,1561.0,Y,1561.0,3,1,6,Attchd,1960.0,2.0,463.0,TA,TA,Y,MISSING,193000.0,05,2009,3.0,0.0
902406020,RM,65,9750,Pave,MISSING,AllPub,OldTown,1Fam,1Story,5,6,1959,1959,TA,TA,784.0,984.0,Y,984.0,2,1,5,Detchd,1959.0,1.0,308.0,TA,TA,N,MISSING,110000.0,06,2008,2.0,0.0
905426100,RL,78,7800,Pave,MISSING,AllPub,Edwards,1Fam,2Story,5,8,1948,2002,TA,Gd,293.0,896.0,Y,2008.0,3,1,8,Attchd,1948.0,1.0,230.0,TA,TA,Y,MISSING,225000.0,08,2006,4.0,0.0
533223110,FV,-1,4447,Pave,MISSING,AllPub,Somerst,TwnhsE,2Story,7,5,2003,2003,Gd,TA,530.0,530.0,Y,1080.0,2,1,4,Attchd,2003.0,2.0,496.0,TA,TA,Y,MISSING,139000.0,07,2006,2.0,1.0
908127050,RL,73,16133,Pave,MISSING,AllPub,Edwards,1Fam,1Story,5,4,1969,1969,TA,TA,329.0,1176.0,Y,1176.0,2,1,5,Attchd,1969.0,1.0,360.0,TA,TA,Y,MISSING,119900.0,12,2006,2.0,0.0
535175030,RL,80,9600,Pave,MISSING,AllPub,NAmes,1Fam,1Story,6,6,1958,1988,TA,TA,0.0,1240.0,Y,1632.0,3,1,6,Attchd,1958.0,1.0,338.0,TA,TA,Y,MnPrv,139000.0,04,2009,3.0,0.0
907290260,RL,120,15611,Pave,MISSING,AllPub,CollgCr,1Fam,2Story,8,5,2006,2006,Gd,TA,1079.0,1079.0,Y,1919.0,3,1,8,Attchd,2006.0,2.0,685.0,Gd,TA,Y,MISSING,233230.0,07,2006,2.0,1.0
902100110,RM,62,9856,Pave,Grvl,AllPub,OldTown,1Fam,2Story,5,8,1900,2005,Gd,Gd,716.0,716.0,Y,2014.0,5,1,8,Detchd,1900.0,2.0,624.0,TA,TA,Y,MISSING,169000.0,06,2006,2.0,0.0
905107250,RL,86,11227,Pave,MISSING,AllPub,Sawyer,1Fam,2Story,5,5,1968,1968,TA,Gd,0.0,720.0,Y,1440.0,4,1,7,Attchd,1968.0,2.0,480.0,TA,TA,Y,MnPrv,163000.0,03,2010,1.0,1.0
908152180,RL,-1,9555,Pave,MISSING,AllPub,Edwards,Duplex,2Story,5,6,1979,1979,TA,TA,0.0,0.0,Y,2233.0,5,2,11,Attchd,1979.0,2.0,579.0,TA,Gd,Y,MISSING,141000.0,02,2007,2.0,1.0
532351140,RM,68,8930,Pave,MISSING,AllPub,Sawyer,Duplex,1.5Fin,6,5,1978,1978,TA,TA,0.0,0.0,Y,1902.0,4,2,8,Attchd,1978.0,2.0,539.0,TA,TA,Y,MISSING,112000.0,04,2010,2.0,0.0
534276230,RL,70,8393,Pave,MISSING,AllPub,NAmes,Duplex,1Story,5,5,1959,2005,TA,TA,1098.0,1626.0,Y,1712.0,4,2,8,Attchd,2005.0,2.0,588.0,TA,TA,Y,MISSING,145000.0,06,2006,2.0,0.0
527355150,RL,80,9600,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,8,5,1981,1981,Gd,TA,1420.0,2524.0,Y,2524.0,4,1,9,Attchd,1981.0,2.0,542.0,TA,TA,Y,MnPrv,278000.0,07,2009,3.0,1.0
534128100,RL,-1,12936,Pave,MISSING,AllPub,NWAmes,1Fam,2Story,6,6,1972,1972,TA,TA,130.0,723.0,Y,1395.0,3,1,6,Attchd,1972.0,2.0,497.0,TA,TA,Y,MISSING,162000.0,12,2009,1.0,2.0
908127070,RL,80,8240,Pave,MISSING,AllPub,Edwards,1Fam,1Story,6,6,1960,1960,TA,TA,1179.0,1179.0,Y,1179.0,2,1,5,Attchd,1960.0,2.0,622.0,TA,TA,P,GdPrv,110000.0,06,2007,1.0,0.0
534128210,RL,-1,11029,Pave,MISSING,AllPub,NWAmes,1Fam,2Story,6,7,1968,1984,TA,TA,435.0,1054.0,Y,2654.0,4,1,9,Attchd,1968.0,2.0,619.0,TA,TA,Y,MISSING,250000.0,08,2006,3.0,1.0
905105200,RL,65,7800,Pave,MISSING,AllPub,Sawyer,1Fam,1Story,5,7,1966,2008,TA,TA,150.0,864.0,Y,892.0,3,1,5,Detchd,1966.0,1.0,416.0,TA,TA,Y,MISSING,137900.0,06,2010,2.0,0.0
909101070,RL,45,8212,Pave,Grvl,AllPub,Edwards,1Fam,1Story,3,3,1914,1950,TA,Fa,661.0,864.0,N,864.0,2,1,5,Detchd,1938.0,1.0,200.0,TA,Fa,Y,MISSING,58500.0,06,2010,2.0,0.0
527110130,RL,56,8872,Pave,MISSING,AllPub,Gilbert,1Fam,SLvl,6,5,1997,1997,TA,TA,384.0,384.0,Y,1384.0,3,1,7,BuiltIn,1997.0,2.0,390.0,TA,TA,Y,MISSING,161500.0,03,2007,2.0,1.0
528108150,RL,98,12704,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,8,5,2007,2007,Gd,TA,570.0,1582.0,Y,1582.0,3,1,7,Attchd,2007.0,3.0,905.0,TA,TA,Y,MISSING,317500.0,01,2008,3.0,0.0
531367050,RL,76,10142,Pave,MISSING,AllPub,SawyerW,1Fam,2Story,7,5,2004,2004,Gd,TA,300.0,956.0,Y,2084.0,4,1,8,BuiltIn,2004.0,2.0,618.0,TA,TA,Y,MISSING,233000.0,01,2010,3.0,1.0
909279040,RL,80,11600,Pave,MISSING,AllPub,Crawfor,1Fam,1Story,4,5,1922,1950,TA,TA,700.0,700.0,Y,1180.0,2,1,5,Detchd,1922.0,1.0,252.0,TA,Fa,Y,MISSING,137500.0,07,2006,1.0,0.0
909275020,RH,82,7136,Pave,MISSING,AllPub,Crawfor,Duplex,2Story,6,6,1946,1950,TA,TA,495.0,979.0,N,1958.0,4,2,8,Attchd,1946.0,2.0,492.0,TA,TA,Y,MISSING,145000.0,08,2007,2.0,0.0
905480210,RL,60,9084,Pave,MISSING,AllPub,Edwards,1Fam,2Story,4,5,1940,1950,TA,TA,755.0,755.0,Y,1510.0,4,1,7,Detchd,1940.0,1.0,296.0,Fa,Po,P,MnPrv,108000.0,10,2009,2.0,0.0
527182020,RL,30,3701,Pave,MISSING,AllPub,StoneBr,TwnhsE,1Story,8,5,1987,1987,TA,TA,1191.0,1191.0,Y,1204.0,2,1,5,Attchd,1987.0,2.0,461.0,TA,TA,Y,MISSING,130000.0,08,2006,2.0,0.0
527359160,RL,64,8991,Pave,MISSING,AllPub,NWAmes,1Fam,SLvl,7,6,1976,1976,TA,TA,0.0,1228.0,Y,1324.0,3,1,5,Attchd,1976.0,2.0,585.0,TA,TA,Y,MISSING,174000.0,02,2007,2.0,1.0
527226010,RL,-1,14762,Pave,MISSING,AllPub,Gilbert,1Fam,2Story,5,6,1948,1950,TA,TA,0.0,0.0,Y,2320.0,2,1,7,Attchd,1979.0,2.0,672.0,TA,TA,P,MISSING,169000.0,05,2006,2.0,0.0
528228435,RL,43,3182,Pave,MISSING,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gd,TA,1357.0,1373.0,Y,1555.0,2,1,7,Attchd,2005.0,2.0,430.0,TA,TA,Y,MISSING,192500.0,05,2009,2.0,0.0
909254140,RL,40,4280,Pave,MISSING,AllPub,Crawfor,1Fam,1Story,5,6,1913,2002,TA,TA,75.0,440.0,N,694.0,2,1,4,Detchd,1990.0,1.0,352.0,Gd,TA,P,MnPrv,90350.0,03,2007,1.0,0.0
909475300,RL,-1,21695,Pave,MISSING,AllPub,Crawfor,1Fam,1Story,6,9,1988,2007,Gd,Gd,72.0,880.0,Y,1680.0,3,1,5,Attchd,1988.0,2.0,540.0,TA,TA,Y,MISSING,222000.0,12,2009,3.0,0.0
917425190,RL,50,35133,Grvl,MISSING,AllPub,Timber,1Fam,1Story,5,4,1963,1963,TA,TA,413.0,1572.0,Y,1572.0,3,1,5,2Types,1963.0,3.0,995.0,TA,TA,Y,MISSING,186700.0,05,2007,2.0,1.0
533125080,RL,-1,9205,Pave,MISSING,AllPub,NoRidge,1Fam,2Story,6,5,1990,1991,Gd,TA,226.0,930.0,Y,2683.0,4,1,9,Attchd,1990.0,2.0,473.0,TA,TA,Y,MISSING,290000.0,06,2008,3.0,1.0
535382150,RL,60,5400,Pave,MISSING,AllPub,OldTown,1Fam,1Story,5,6,1920,1950,TA,TA,691.0,691.0,Y,691.0,2,1,4,Detchd,1920.0,1.0,216.0,Fa,TA,N,MISSING,86000.0,01,2007,1.0,0.0
905427010,RL,114,19950,Pave,MISSING,AllPub,Edwards,1Fam,2Story,6,7,1928,1950,TA,TA,672.0,672.0,Y,2009.0,4,1,8,2Types,1928.0,3.0,795.0,TA,TA,P,MISSING,235000.0,12,2006,2.0,0.0
916326010,RL,-1,16669,Pave,MISSING,AllPub,Timber,1Fam,1Story,8,6,1981,1981,Gd,TA,1686.0,1686.0,Y,1707.0,2,1,6,Attchd,1981.0,2.0,511.0,TA,TA,Y,MISSING,228000.0,01,2006,2.0,1.0
905352010,RL,-1,11075,Pave,MISSING,AllPub,ClearCr,1Fam,1Story,6,5,1984,1984,TA,TA,0.0,1190.0,Y,1522.0,3,1,7,Attchd,1984.0,2.0,552.0,TA,TA,Y,GdPrv,182000.0,02,2007,2.0,0.0
528150040,RL,94,13615,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,9,5,2006,2006,Ex,TA,1802.0,1802.0,Y,1802.0,3,1,7,Attchd,2006.0,3.0,843.0,TA,TA,Y,MISSING,372000.0,06,2007,2.0,1.0
907202050,RL,61,8800,Pave,MISSING,AllPub,CollgCr,1Fam,1Story,5,7,1977,2008,TA,TA,364.0,1040.0,Y,1040.0,3,1,5,Detchd,1977.0,2.0,484.0,TA,TA,Y,MISSING,150500.0,09,2009,2.0,0.0
533213040,FV,34,3230,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,6,5,1999,1999,TA,TA,348.0,729.0,Y,1471.0,3,1,6,Detchd,1999.0,2.0,440.0,TA,TA,Y,MISSING,172500.0,03,2009,2.0,1.0
528441020,RL,75,9675,Pave,MISSING,AllPub,Somerst,1Fam,2Story,7,5,2005,2005,Gd,TA,772.0,1113.0,Y,1971.0,3,1,8,Attchd,2005.0,2.0,689.0,TA,TA,Y,MISSING,253000.0,02,2009,2.0,1.0
528110040,RL,107,13891,Pave,MISSING,AllPub,NridgHt,1Fam,1Story,9,5,2007,2007,Ex,TA,740.0,2552.0,Y,2552.0,3,1,8,Attchd,2007.0,3.0,932.0,TA,TA,Y,MISSING,479069.0,10,2007,3.0,0.0
528181070,RL,34,4590,Pave,MISSING,AllPub,NridgHt,Twnhs,1Story,8,5,2006,2006,Gd,TA,1530.0,1554.0,Y,1554.0,2,1,6,Attchd,2006.0,2.0,627.0,TA,TA,Y,MISSING,209500.0,05,2007,2.0,0.0
528482130,FV,75,9375,Pave,MISSING,AllPub,Somerst,1Fam,2Story,7,5,2003,2004,Gd,TA,912.0,912.0,Y,2094.0,4,1,8,BuiltIn,2003.0,2.0,615.0,TA,TA,Y,MISSING,263000.0,11,2009,2.0,1.0
909177120,RL,60,7290,Pave,MISSING,AllPub,SWISU,1Fam,1Story,7,8,1921,1950,TA,TA,1228.0,1228.0,Y,1424.0,2,1,7,Attchd,1921.0,1.0,312.0,TA,TA,Y,MISSING,168000.0,04,2008,2.0,0.0
527302210,RL,85,14450,Pave,MISSING,AllPub,NWAmes,1Fam,1Story,7,5,1979,1979,Gd,TA,469.0,1782.0,Y,1782.0,3,1,6,Attchd,1979.0,2.0,551.0,TA,TA,Y,MISSING,220000.0,03,2008,2.0,1.0
528458150,FV,112,12217,Pave,MISSING,AllPub,Somerst,1Fam,2Story,8,5,2007,2007,Gd,TA,210.0,955.0,Y,1880.0,3,1,8,Attchd,2007.0,3.0,880.0,TA,TA,Y,MISSING,310013.0,12,2007,3.0,1.0
528108160,RL,109,14154,Pave,MISSING,AllPub,NridgHt,1Fam,2Story,7,5,2006,2006,Gd,TA,1063.0,1063.0,Y,2172.0,3,1,9,Attchd,2006.0,3.0,947.0,TA,TA,Y,MISSING,280000.0,08,2007,2.0,1.0
535105110,RL,100,9600,Pave,MISSING,AllPub,NAmes,1Fam,SLvl,6,5,1961,1961,TA,TA,618.0,1218.0,Y,1254.0,3,1,6,Attchd,1961.0,2.0,525.0,TA,TA,Y,MISSING,158500.0,05,2007,2.0,0.0
